poeta	fabula	fpid	line_number_first	line_number_last	numlines	char_numlines	nomen	genus_personae	line_first	line_last	z_old_text	meter_before	meter_after	closure	comments_on_length	comments_other	meter	metertype
Terentius	Adelphoe	TM001918	959	997	39	32	Demea	sen	frugi homo’s.  ergo edepol hodie mea quidem sententia	DE. habeat: in istac finem faciat.  MI. istuc recte.  CANTOR. plaudite!	frugi homo’s.  ergo edepol hodie mea quidem sententia...   DE. habeat: in istac finem faciat.  MI. istuc recte.  CANTOR. plaudite!	ia8	end of play	end of play	959 3 res; many shorts;  974 remarkable string of shorts as he describes Phrygia; 977 no res as he promises money; 988 longs for gerunds;  997 2 res	freeing of Syrus; switch to final tr7 for the coup-de-grace	tr7	tr
Terentius	Adelphoe	TM002331	001	154	154	34	Demea	sen	postquam poeta sensit scripturam suam	volo scire atque hominem convenire, si apud forumst.	postquam poeta sensit scripturam suam...  (MIC) volo scire atque hominem convenire, si apud forumst.	beg. of play	tr8	per end of scene	51 longs for do praetermitto;  81 2 res and extra shorts as DE enters;  83 ff. many res for DE;  94 no res when he turns to CT, then back to res for end;  97-98: res just in 1st feet for MI;  100 ff. res for MI;  111 3 res and extra short for indignant outburst;  141 no res for MI’s 1st line of monologue;  154 3 res 2 extra short for final line	prol; Micio mon, worry; Demea & Mic argue’ Micio mon; opening ia6	ia6	ia
Terentius	Adelphoe	TM002333	355	516	163	82	Demea	sen	disperii! Ctesiphonem audivi filium	respondeat mi, ut quid agam quam primum sciam.	disperii! Ctesiphonem audivi filium...   (HEG) respondeat mi, ut quid agam quam primum sciam.	ia8	tr8	per end of scene		Syr deceives Dem ;Dem learns of Pam; Heg mon; music off for Demea; he is out of loop (cf. Parmeno in Hecyra); information and reaction;  Dromo silent;  There is a 499a	ia6	ia
Terentius	Adelphoe	TM002337	713	854	142	85	Demea	sen	defessu’ sum ambulando: ut Syre, te cum tua	i ergo intro, et quoi reist ei rei [hilarum] hunc sumamus diem.	defessu’ sum ambulando: ut Syre, te cum tua...   MI. i ergo intro, et quoi reist ei rei [hilarum] hunc sumamus diem.	ia8	tr7	per end of scene exit	starts long for fatigue;  767 hiatus after disciplinae;  792 longs for paratae lites etc.; 842 shorts for command; 843 longs for determination	Dem mon; Mic deceives Dem; Syr; Dem learns; debate;  music off for Demea; crisis debate	ia6	ia
Terentius	Adelphoe	TM002338	882	933	52	45	Demea	sen	heus, Demea, orat frater ne abeas longius.	hanc te aequomst ducere, et te operam ut fiat dare.	heus, Demea, orat frater ne abeas longius....   DE. hanc te aequomst ducere, et te operam ut fiat dare.	tr7	ia8	per end of speech		Demea nice to Syrus; nice to Geta; Demea orders wall down; marriage of Micio proposed;  music off for Syrus' entrance: allows contrast with Micio's shock at 934; calm emphasizes Demea in control; Micio side brings stop to music;  Micio does not start music with first surprise, but with second	ia6	ia
Terentius	Adelphoe	TM002339	956	957	2	1	Demea	sen	MI. quid istic? dabitur quando quidem hic volt.  AE. mi pater!	nunc tu germanu’s pariter animo et corpore.	MI. quid istic? dabitur quando quidem hic volt.  AE. mi pater! DE. nunc tu germanu’s pariter animo et corpore.	ia8	ia8	per end of thought before parenthesis		agreement to give land to Hegio	ia6	ia
Terentius	Adelphoe	TM002337	713	854	142	1	DromoOfAdelphoe	serv	defessu’ sum ambulando: ut Syre, te cum tua	i ergo intro, et quoi reist ei rei [hilarum] hunc sumamus diem.	defessu’ sum ambulando: ut Syre, te cum tua...   MI. i ergo intro, et quoi reist ei rei [hilarum] hunc sumamus diem.	ia8	tr7	per end of scene exit	starts long for fatigue;  767 hiatus after disciplinae;  792 longs for paratae lites etc.; 842 shorts for command; 843 longs for determination	Dem mon; Mic deceives Dem; Syr; Dem learns; debate;  music off for Demea; crisis debate	ia6	ia
Terentius	Adelphoe	TM001138	317	317	1	1	GetaOfAdelphoe	serv	ut cerebro dispergat viam;	ut cerebro dispergat viam;	ut cerebro dispergat viam;	ia8	tr7	semicolon	da sp sp ia	ia4 transition between ia8 and tr7; ends punishment of Syrus	ia4	ia
Terentius	Adelphoe	TM001457	299	302	4	4	GetaOfAdelphoe	serv	nunc illud est quom, si omnia omnes sua consilia conferant	quod mihique eraeque filiaeque erilist.  vae misero mihi!	nunc illud est quom, si omnia omnes sua consilia conferant atque huic malo salutem quaerant, auxili nil adferant, quod mihique eraeque filiaeque erilist.  vae misero mihi!	tr7	tr7	colon before list	relatively few res: 299 2 300 0, 301 2 302 0; seems very slow for servus currens	Geta enters in despair; ia8 for despair entrance; running slave; enjambment after (colon leading to list)	ia8	ia
Terentius	Adelphoe	TM001458	305	316	12	11	GetaOfAdelphoe	serv	me miseram, quidnam est quod sic video timidum et properantem Getam?	sublime[m] medium primum arriperem et capite in terra statuerem,	SO. me miseram, quidnam est quod sic video timidum et properantem Getam?...  (GET) sublime[m] medium primum arriperem et capite in terra statuerem,	tr7	ia4	comma	305 4 res;  306 4 res;  307 2 res echo in repressit neque reflexit;  308 3 res; many res throughout; 313 1 res, hiatus, as he ponders	Sostrata worries, Geta wishes he could smash up Aeschinus’ family; ia8 for great anger; this time SO switches to ia8	ia8	ia
Terentius	Adelphoe	TM001459	320	320	1	1	GetaOfAdelphoe	serv	GE. sed cesso eram hoc malo inpertiri propere? SO. revocemus: Geta.  GE. hem	GE. sed cesso eram hoc malo inpertiri propere? SO. revocemus: Geta.  GE. hem	GE. sed cesso eram hoc malo inpertiri propere? SO. revocemus: Geta.  GE. hem	tr7	tr7	enj after hem	no res until propere revocemus; sed cesso with its longs makes meter against hurry in thought; 2 res	back to ia8 as he decides to move; this has been dominant meter of 3rd act: broken for tr7 for opening, despair, explanation, exclamations	ia8	ia
Terentius	Adelphoe	TM001460	330	354	25	11	GetaOfAdelphoe	serv	me miseram! quid iam credas aut quoi credas?  nostrumne Aeschinum,	curre, obstetricem accerse, ut quom opu’ sit ne in mora nobis siet.	me miseram! quid iam credas aut quoi credas?  nostrumne Aeschinum, nostram vitam omnium, in quo nostrae spes opesque omnes sitae erant?...  curre, obstetricem accerse, ut quom opu’ sit ne in mora nobis siet.	tr7	ia6	per end of scene last before ia6	330 all longs except miseram and Aeschinum; 331 just 2 shorts, no res; 335: more res for Geta	starts me miseram! ; SO., CA. and GE debate what to do; she decides to fetch Hegio; SOS keeps introducing ia8 here	ia8	ia
Terentius	Adelphoe	TM001908	303	304	2	2	GetaOfAdelphoe	serv	vis egestas iniustitia solitudo infamia.	hoccin saeclum! o scelera, o genera sacrilega, o hominem inpium!	vis egestas iniustitia solitudo infamia. hoccin saeclum! o scelera, o genera sacrilega, o hominem inpium!	ia8	ia8	excl end of speech	303 1 res; 304 4 res (3 in a row for scelera etc.)	tr7 for exclamation	tr7	tr
Terentius	Adelphoe	TM001909	318	319	2	2	GetaOfAdelphoe	serv	adulescenti ipsi eriperem oculos, post haec praecipitem darem;	ceteros—ruerem agerem raperem tunderem et prosternerem.	adulescenti ipsi eriperem oculos, post haec praecipitem darem; ceteros—ruerem agerem raperem tunderem et prosternerem.	ia4	ia8	per end of thought before sed cesso	318 4 res; 319 3 res in ruerem agerem raperem	tr7 for climax of what Geta would do when he gets to Aeschinus	tr7	tr
Terentius	Adelphoe	TM001910	321	329	9	8	GetaOfAdelphoe	serv	GE. quisqui’s, sine me.  SO ego sum Sostrata.  GE. ubi east? te ipsam quaerito.	SO. satin hoc certumst?  GE. certum; hisce oculis egomet vidi, Sostrata.  SO. ah	GE. quisqui’s, sine me.  SO ego sum Sostrata.  GE. ubi east? te ipsam quaerito....   SO. satin hoc certumst?  GE. certum; hisce oculis egomet vidi, Sostrata.  SO. ah	ia8	ia8	enjambment after ah	321 3 res;  329 3 res	Geta tells Sostrata news; relayal of news in tr7 (but very excited: hard to get it out of him); cf. 295: we are getting exposition in tr7	tr7	tr
Terentius	Adelphoe	TM002333	355	516	163	8	GetaOfAdelphoe	serv	disperii! Ctesiphonem audivi filium	respondeat mi, ut quid agam quam primum sciam.	disperii! Ctesiphonem audivi filium...   (HEG) respondeat mi, ut quid agam quam primum sciam.	ia8	tr8	per end of scene		Syr deceives Dem ;Dem learns of Pam; Heg mon; music off for Demea; he is out of loop (cf. Parmeno in Hecyra); information and reaction;  Dromo silent;  There is a 499a	ia6	ia
Terentius	Adelphoe	TM002338	882	933	52	7	GetaOfAdelphoe	serv	heus, Demea, orat frater ne abeas longius.	hanc te aequomst ducere, et te operam ut fiat dare.	heus, Demea, orat frater ne abeas longius....   DE. hanc te aequomst ducere, et te operam ut fiat dare.	tr7	ia8	per end of speech		Demea nice to Syrus; nice to Geta; Demea orders wall down; marriage of Micio proposed;  music off for Syrus' entrance: allows contrast with Micio's shock at 934; calm emphasizes Demea in control; Micio side brings stop to music;  Micio does not start music with first surprise, but with second	ia6	ia
Terentius	Adelphoe	TM001463	592	609	18	13	HegioOfAdelphoe	sen	ego in hac re nil reperio quam ob rem lauder danto opere, Hegio:	MI. et recte et verum dici’.  HE. sequere me ergo hac intro.  MI. maxume.	MI. ego in hac re nil reperio quam ob rem lauder danto opere, Hegio...   MI. et recte et verum dici’.  HE. sequere me ergo hac intro.  MI. maxume.	tr7	colreiz	whole scene	592 3 res;   597 (1st line of Hegio) hard to scan;  609 just one res	ia8 for Micio, changing from meter of DEM and SYR.; cf. ia8 for CT and AE above	ia8	ia
Terentius	Adelphoe	TM002333	355	516	163	54	HegioOfAdelphoe	sen	disperii! Ctesiphonem audivi filium	respondeat mi, ut quid agam quam primum sciam.	disperii! Ctesiphonem audivi filium...   (HEG) respondeat mi, ut quid agam quam primum sciam.	ia8	tr8	per end of scene		Syr deceives Dem ;Dem learns of Pam; Heg mon; music off for Demea; he is out of loop (cf. Parmeno in Hecyra); information and reaction;  Dromo silent;  There is a 499a	ia6	ia
Terentius	Adelphoe	TM001463	592	609	18	8	Mic	sen	ego in hac re nil reperio quam ob rem lauder danto opere, Hegio:	MI. et recte et verum dici’.  HE. sequere me ergo hac intro.  MI. maxume.	MI. ego in hac re nil reperio quam ob rem lauder danto opere, Hegio...   MI. et recte et verum dici’.  HE. sequere me ergo hac intro.  MI. maxume.	tr7	colreiz	whole scene	592 3 res;   597 (1st line of Hegio) hard to scan;  609 just one res	ia8 for Micio, changing from meter of DEM and SYR.; cf. ia8 for CT and AE above	ia8	ia
Terentius	Adelphoe	TM001466	934	955	22	16	Mic	sen	MI. me ducere autem?  DE. te. ME. me? DE. te inquam.  M. ineptis.  DE. si tu sis homo,	DE. effugere.  et dictumst vere et re ipsa fieri oportet.  MI. gaudeo.	MI. me ducere autem?  DE. te. ME. me? DE. te inquam.  M. ineptis.  DE. si tu sis homo,...   DE. effugere.  et dictumst vere et re ipsa fieri oportet.  MI. gaudeo.	ia6	ia6	per end of speech last before ia6	934 short speeches, foot for te me, eli after inquam 936: res and extra shorts for tu autem 937: no res for insanis aufer, res for age da veniam, and satin sanus es; 943 no res for vis est haec quidem; 947 no res, hiatus at diaeresis for Hegio	starts me ducere autem?; ia8 for indignant question; continues through proposals and acquiescence; ending in DE using Micio’s words against him; cf. ia8 earlier where MI and allies in control	ia8	ia
Terentius	Adelphoe	TM001915	625	637	13	3	Mic	sen	nunc quid faciam?  dicam fratris esse hanc? quod minimest opus	MI. sed quis ostium hic pultavit? AE. pater hercle est: perii. MI. Aeschine,	nunc quid faciam?  dicam fratris esse hanc? quod minimest opus...   (MI) facite; ego Aeschinum conveniam, ut quomodo acta haec sunt sciat. MI. sed quis ostium hic pultavit? AE. pater hercle est: perii. MI. Aeschine,	ia8	ia6	per end of thought before sed and recognition last before ia6	625 2 res; 628 egomet and me on ictus;  631-632 longs for determination;  634 long string of shorts as he bangs on door;  636 starts tri, 1 more res in conveniam;  637 2 res for AE, none for MI	AE knocks on door, Micio enters, talking back to door, ends as MI greets Aeschinus; tr7 for deliberations; 1st long tr7 for Micio’s side; MI continues AE’s meter (cf. DE at 540), then switch to ia6	tr7	tr
Terentius	Adelphoe	TM001916	679	706	28	22	Mic	sen	MI. quid lacrumas? AE. pater, obsecro, ausculta.  MI. Aeschine, audivi omnia	ego eo intro ut quae opu’ sunt parentur: tu fac ut dixi, si sapis.	MI. quid lacrumas? AE. pater, obsecro, ausculta.  MI. Aeschine, audivi omnia...   MI. ego eo intro ut quae opu’ sunt parentur: tu fac ut dixi, si sapis.—	ia6	ia7	per end of thought exit last before ia6	679 res only for lacrumas and pater;  680 3 res extra shorts;  685, 689, no res;  706 3 res, including ia short of fac ut	Mi tells AE all is OK;  continues through exit of MI; emotional tr7 framed by ia6; tr7 for Micio’s side again	tr7	tr
Terentius	Adelphoe	TM001918	959	997	39	11	Mic	sen	frugi homo’s.  ergo edepol hodie mea quidem sententia	DE. habeat: in istac finem faciat.  MI. istuc recte.  CANTOR. plaudite!	frugi homo’s.  ergo edepol hodie mea quidem sententia...   DE. habeat: in istac finem faciat.  MI. istuc recte.  CANTOR. plaudite!	ia8	end of play	end of play	959 3 res; many shorts;  974 remarkable string of shorts as he describes Phrygia; 977 no res as he promises money; 988 longs for gerunds;  997 2 res	freeing of Syrus; switch to final tr7 for the coup-de-grace	tr7	tr
Terentius	Adelphoe	TM002331	001	154	154	110	Mic	sen	postquam poeta sensit scripturam suam	volo scire atque hominem convenire, si apud forumst.	postquam poeta sensit scripturam suam...  (MIC) volo scire atque hominem convenire, si apud forumst.	beg. of play	tr8	per end of scene	51 longs for do praetermitto;  81 2 res and extra shorts as DE enters;  83 ff. many res for DE;  94 no res when he turns to CT, then back to res for end;  97-98: res just in 1st feet for MI;  100 ff. res for MI;  111 3 res and extra short for indignant outburst;  141 no res for MI’s 1st line of monologue;  154 3 res 2 extra short for final line	prol; Micio mon, worry; Demea & Mic argue’ Micio mon; opening ia6	ia6	ia
Terentius	Adelphoe	TM002336	638	678	41	31	Mic	sen	AE. quid huic hic negotist?  MI. tune has pepulisti fores?	nostra?  aut quid nobis cum illis?  abeamus.  quid est?	AE. quid huic hic negotist?  MI. tune has pepulisti fores?...   MI. nostra?  aut quid nobis cum illis?  abeamus.  quid est?	tr7	tr7	quest end of speech		Micio tells story about girl to be married; information, deception; allows contrast at 679; music off at greeting; Micio is playing calm;  tacet with switch to ia6 (639)	ia6	ia
Terentius	Adelphoe	TM002337	713	854	142	82	Mic	sen	defessu’ sum ambulando: ut Syre, te cum tua	i ergo intro, et quoi reist ei rei [hilarum] hunc sumamus diem.	defessu’ sum ambulando: ut Syre, te cum tua...   MI. i ergo intro, et quoi reist ei rei [hilarum] hunc sumamus diem.	ia8	tr7	per end of scene exit	starts long for fatigue;  767 hiatus after disciplinae;  792 longs for paratae lites etc.; 842 shorts for command; 843 longs for determination	Dem mon; Mic deceives Dem; Syr; Dem learns; debate;  music off for Demea; crisis debate	ia6	ia
Terentius	Adelphoe	TM002338	882	933	52	6	Mic	sen	heus, Demea, orat frater ne abeas longius.	hanc te aequomst ducere, et te operam ut fiat dare.	heus, Demea, orat frater ne abeas longius....   DE. hanc te aequomst ducere, et te operam ut fiat dare.	tr7	ia8	per end of speech		Demea nice to Syrus; nice to Geta; Demea orders wall down; marriage of Micio proposed;  music off for Syrus' entrance: allows contrast with Micio's shock at 934; calm emphasizes Demea in control; Micio side brings stop to music;  Micio does not start music with first surprise, but with second	ia6	ia
Terentius	Adelphoe	TM002339	956	957	2	1	Mic	sen	MI. quid istic? dabitur quando quidem hic volt.  AE. mi pater!	nunc tu germanu’s pariter animo et corpore.	MI. quid istic? dabitur quando quidem hic volt.  AE. mi pater! DE. nunc tu germanu’s pariter animo et corpore.	ia8	ia8	per end of thought before parenthesis		agreement to give land to Hegio	ia6	ia
Terentius	Adelphoe	TM002333	355	516	163	2	Pamphila	virgo	disperii! Ctesiphonem audivi filium	respondeat mi, ut quid agam quam primum sciam.	disperii! Ctesiphonem audivi filium...   (HEG) respondeat mi, ut quid agam quam primum sciam.	ia8	tr8	per end of scene		Syr deceives Dem ;Dem learns of Pam; Heg mon; music off for Demea; he is out of loop (cf. Parmeno in Hecyra); information and reaction;  Dromo silent;  There is a 499a	ia6	ia
